LfNr,Nachname,Vorname,Geschlecht,PLZ,Ort,Strasse,Hausnummer
8412,Brückner,Sascha,M,30916,Isernhagen,Eifelplatz,18
8413,Anders,Erika,W,37290,Meißner,Dornheckweg,29
8414,Riemer,Marvin,M,85464,Finsing,Miesheimer Weg,24
8415,Stock,Felix,M,41844,Wegberg,Thomas-Mann-Straße,163
8416,Rath,Claas,M,23795,Stipsdorf,Zum Friesenhof,43
8417,Frisch,Ingo,M,67468,Neidenfels,Kufferather Platz,152
8418,Heyer,Christa,W,25862,Goldelund,Olefstraße,50
8419,Geißler,Christine,W,79809,Weilheim,Klostergasse,172
8420,Auer,Heiko,M,8459,Neukirchen/Pleiße,An Gut Boisdorf,74
8421,Meier,Annelie,W,76829,Landau in der Pfalz,Pastor-Lüpschen-Straße,31
8422,Sachse,Victoria,W,17166,Dalkendorf,Engengraben,11
8423,Kunkel,Joanna,W,21730,Balje,Senefelderstraße,153
8424,Rademacher,Ina,W,23881,Niendorf/Stecknitz,Hans-Brückmann-Straße,132
8425,Kramer,Andrzej,M,55494,Dichtelbach,Im Großen Tal,135
8426,Ostermann,Bodo,M,17111,Utzedel,Heinrich-Hansen-Straße,56
8427,Keßler,Manfred,M,55425,Waldalgesheim,Heinrich-Dauer-Straße,134
8428,Apel,Norbert,M,56850,Raversbeuren,Küppersgasse,9
8429,Forster,Heinz,M,72175,Dornhan,Senefelderstraße,135
8430,Bock,Ibrahim,M,67742,Ginsweiler,Blachweg,81
8431,Henkel,Isabel,W,84332,Hebertsfelden,Rather Straße,66
8432,Büttner,Danny,M,21709,Himmelpforten,Wilhelm-Wester-Weg,68
8433,Blum,Dorit,W,57629,Norken,Langerweher Straße,53
8434,Conrad,Silke,W,45966,Gladbeck,Gertrudisstraße,185
8435,Janzen,Yasemin,W,30419,Hannover,Mirweilerweg,121
8436,Hecht,Yasemin,W,63897,Miltenberg,Eibenweg,114
8437,Dietz,Eugen,M,77716,Hofstetten,Boisdorfer Weg,198
8438,Jordan,Erhard,M,56291,Wiebelsheim,Neumühle,130
8439,Niemann,Elvira,W,93482,Pemfling,Ratsstraße,85
8440,Fuhrmann,Milena,W,39397,Gröningen,Arnoldusstraße,11
8441,Böhme,Harald,M,70190,Stuttgart,Otto-Brenner-Straße,133
8442,Simon,Franz,M,17091,Groß Teetzleben,Altenteich,161
8443,Reiß,Peter,M,18551,Sagard,Henry-Ford-Straße,72
8444,Hoffmann,Ernst,M,18279,Lalendorf,Am Weckshof,120
8445,Reinhold,Kurt,M,26135,Oldenburg,Clemensstraße,190
8446,Kummer,Werner,M,91361,Pinzberg,Bismarckstraße,80
8447,Schneider,Ingrid,W,54675,Niedergeckler,Im Königshof,64
8448,Dörr,Christel,W,20539,Hamburg,Hauptstraße,77
8449,Dittrich,Stanislav,M,21727,Estorf,Ursulinenstraße,134
8450,Dreyer,Gabriela,W,64673,Zwingenberg,Am Adenauerpark,135
8451,Kramer,Margit,W,87736,Böhen,Raiffeisenstraße,5
8452,Nowak,Oliver,M,25774,Krempel,Nippesstraße,141
8453,Clemens,Bodo,M,55595,Sommerloch,Arnold-Decker-Platz,38
8454,Will,Robert,M,56355,Endlichhofen,Moltkestraße,105
8455,Süß,Erwin,M,56206,Hilgert,Wittlicher Straße,168
8456,Matthes,Manuel,M,7619,Mertendorf,Am Alten Kirchweg,10
8457,Neubert,Magdalena,W,55278,Selzen,Laute-Dei-Straße,192
8458,Engelhardt,Franz,M,93098,Mintraching,Kleinhardt,91
8459,Schütz,Joshua,M,26529,Upgant-Schott,Isolastraße,176
8460,Hoff,Lara,W,23948,Damshagen,Stephanstraße,192
8461,Rehm,Dorit,W,56271,Isenburg,Rosenweg,34
8462,Schnell,Regine,W,54608,Sellerich,Kastanienweg,87
8463,Büchner,Edith,W,37412,Hörden am Harz,Am Gieselspfad,187
8464,Seemann,Nils,M,13403,Berlin,Markt,62
8465,Seiler,Götz,M,37649,Heinsen,Rurstraße,114
8466,Schindler,Niko,M,97243,Bieberehren,Leipziger Straße,125
8467,Bastian,Christel,W,60306,Frankfurt am Main,Am Stadtpark,104
8468,Seibert,Nancy,W,96167,Königsfeld,Stephanstraße,64
8469,Hoff,Hasan,M,31714,Lauenhagen,Markusstraße,88
8470,Pfeifer,Theresa,W,98590,Schwallungen,Pitzlergasse,67
8471,Lang,Arne,M,97320,Buchbrunn,Berzberger Fahrt,66
8472,Meißner,Linda,W,29365,Sprakensehl,Josef-Geuenich-Straße,120
8473,Büchner,Ruth,W,6484,Quedlinburg,Ardennenstraße,53
8474,Hofer,Lena,W,23779,Neukirchen,August-Lüdenbach-Straße,65
8475,Wendt,Doris,W,99310,Alkersleben,Breitenbend,64
8476,Seifert,Roswita,W,1454,Radeberg,Konzendorfer Straße,120
8477,Scholl,Steve,M,54634,Niederstedem,Ulmenstraße,57
8478,Hanke,Arnd,M,18195,Stubbendorf,Zum Richelnberg,5
8479,Stock,Niclas,M,74182,Obersulm,Zur Kesselkaul,121
8480,Kübler,Arnd,M,7629,St. Gangloff,Pfarrer-Rody-Straße,89
8481,Pohlmann,Maike,W,73460,Hüttlingen,An der Apfelwiese,99
8482,Friedrich,Linda,W,66879,Steinwenden,Heerweg,45
8483,Strobel,Fred,M,24214,Tüttendorf,An der Kreisbahn,55
8484,Schreiner,Helena,W,56295,Lonnig,Friedlandstraße,9
8485,Diekmann,Petra,W,53520,Wershofen,Constanze-Königsfeld-Weg,35
8486,Gerlach,Andrej,M,49393,Lohne,Heinrich-Heine-Straße,179
8487,Augustin,Finn,M,35768,Siegbach,Irisweg,194
8488,Metz,Kay,W,74376,Gemmrigheim,Bergheimer Straße,13
8489,Gottwald,Niko,M,71106,Magstadt,Am Scheppgraben,110
8490,Brendel,Stanislav,M,97656,Oberelsbach,Auf dem Bruchkamp,50
8491,Bernhardt,Raimund,M,27419,Hamersen,Rosenweg,132
8492,Bahr,Eugen,M,25704,Wolmersdorf,Auweg,14
8493,Volk,Kurt,M,70193,Stuttgart,Blumenthalstraße,153
8494,Hagedorn,Dominik,M,1561,Priestewitz,Eburonenweg,61
8495,Geißler,Hildegard,W,36329,Romrod,Arnold-Decker-Platz,199
8496,Dittrich,Kim,W,25712,Hochdonn,Graf-Schellart-Weg,87
8497,Buck,Thilo,M,97283,Riedenheim,Bongard,16
8498,Heidrich,Ricardo,M,85625,Glonn,Freiheitsstraße,54
8499,Schiller,Edeltraud,W,14624,Dallgow-Döberitz,Kleinhardt,147
8500,Voigt,Alena,W,23556,Lübeck,Dirichletweg,194
8501,Kiefer,Moritz,M,7589,Münchenbernsdorf,Am Bilderstock,136
8502,Cremer,Michaela,W,34431,Marsberg,Zum Katzbach,23
8503,Weigel,Heidrun,W,57612,Helmenzen,Schmittenfeldchen,136
8504,Bruns,Christina,W,36414,Unterbreizbach,Am Alten Eisenhammer,14
8505,Schleicher,Günter,M,55471,Neuerkirch,Montessoriweg,184
8506,Haase,Maurice,M,86316,Friedberg,Platanenhof,68
8507,Conrad,Deniz,M,85609,Aschheim,Gaußstraße,29
8508,Moser,Olga,W,98559,Suhl,Luxemburger Straße,162
8509,Beier,Waltraud,W,39435,Bördeaue,Zum Katzbach,133
8510,Ehrhardt,Alexandra,W,7768,Schöps,Holzstraße,67
8511,Arndt,Frauke,W,16244,Schorfheide,Laute-Dei-Straße,121
8512,Schatz,Katrin,W,56323,Waldesch,Genter Straße,170
8513,Drechsler,Theresa,W,52080,Aachen,An St. Barbara,9
8514,Dietz,Kira,W,74392,Freudental,Lommessemstraße,165
8515,Schütt,Fred,M,76829,Landau in der Pfalz,Kleiststraße,130
8516,Widmann,Christian,M,7570,Teichwitz,Im Dunklen Berg,38
8517,Krug,Hakan,M,27498,Helgoland,Hammerau,15
8518,Ulbrich,Margarethe,W,74842,Billigheim,Martin-Luther-Platz,70
8519,Fritsch,Dirk,M,63697,Hirzenhain,Dechant-Vaßen-Straße,52
8520,Reinecke,Antje,W,78465,Konstanz,Pitzlergasse,89
8521,Schweiger,Frederik,M,19230,Hagenow,Fritz-Pley-Straße,172
8522,Rieger,Arno,M,54472,Hochscheid,St.-Matthias-Straße,13
8523,Knapp,Magdalena,W,96052,Bamberg,Lennarzstraße,171
8524,Höfer,Konstantin,M,99638,Riethgen,Bahnstraße,166
8525,Schuhmacher,Daniel,M,24816,Luhnstedt,Zum Kirchenpättchen,155
8526,Haas,Almuth,W,19417,Ventschow,Trift,60
8527,Bartsch,Carina,W,85521,Ottobrunn,Friedrichstraße,125
8528,Trautmann,Helen,W,18442,Wendorf,Schneidhausener Weg,73
8529,Claus,Marita,W,54619,Reiff,Pollesmaar,12
8530,Stratmann,Erika,W,96120,Bischberg,Graf-Schellart-Weg,51
8531,Petermann,Beatrix,W,65934,Frankfurt am Main,Elstergasse,39
8532,Schaub,Dieter,M,56348,Patersberg,Weidmühlenstraße,99
8533,Grimm,Marko,M,8428,Langenbernsdorf,Ellener Straße,74
8534,Sattler,Erika,W,55629,Seesbach,In der Laag,141
8535,Hafner,Laura,W,17328,Penkun,Neue Jülicher Straße,62
8536,Pieper,Armin,M,82211,Herrsching am Ammersee,Schubertweg,87
8537,Stumpf,Martina,W,19386,Gallin-Kuppentin,Violengasse,69
8538,Hannemann,Jürgen,M,64331,Weiterstadt,Kommgartenweg,95
8539,Apel,Olaf,M,57520,Dickendorf,Walzmühle,195
8540,Rieck,Monique,W,77887,Sasbachwalden,Meiringplatz,118
8541,Urban,Johann,M,17509,Rubenow,Weidenpesch,107
8542,Frick,Silvia,W,44319,Dortmund,Stefan-Schwer-Straße,41
8543,Heim,Svantje,W,97359,Schwarzach am Main,Am Pletzerturm,23
8544,Lotz,Rita,W,54574,Kopp,Rathenaustraße,102
8545,Steinmetz,Claudia,W,67098,Bad Dürkheim,Urftstraße,79
8546,Schaefer,Hans,M,84533,Marktl,Steglitzstraße,10
8547,Altmann,Harry,M,34369,Hofgeismar,Damaschkestraße,42
8548,Palm,Norbert,M,24211,Schellhorn,Birkesdorfer Straße,91
8549,Büchner,Lynn,W,2828,Görlitz,Eichendorffstraße,1
8550,Eichler,Barbara,W,25836,Welt,Birkenalle,68
8551,Lehmann,Rosa,W,19336,Bad Wilsnack,Rudolf-Schock-Platz,40
8552,Rauch,David,M,55130,Mainz,Schmittenfeldchen,119
8553,Palm,Erich,M,77963,Schwanau,Am Adenauerpark,188
8554,Ulbrich,Justus,M,17237,Blumenholz,Zum Katzbach,77
8555,Schmidt,Maja,W,46485,Wesel,Am Alten Eisenhammer,133
8556,Dietrich,Cornelia,W,79677,Tunau,Laufenburgstraße,24
8557,Wagener,Victor,M,66649,Oberthal,Gneisenaustraße,195
8558,Hauser,Heidrun,W,48691,Vreden,Kampstraße,27
8559,Brockmann,Sergej,M,14728,Rhinow,Goebenstraße,168
8560,Vogel,Jutta,W,83352,Altenmarkt an der Alz,Luxemburger Straße,171
8561,Völker,Carola,W,86830,Schwabmünchen,Bongard,104
8562,Neubert,Joel,M,31623,Drakenburg,Wachtelweg,82
8563,Gerlach,Saskia,W,19288,Wöbbelin,Am Weinberg,34
8564,Ulbrich,Margot,W,46145,Oberhausen,Am Badesee,139
8565,Schulze,Kirsten,W,66917,Wallhalben,Alexanderstraße,131
8566,Heck,Andrzej,M,13187,Berlin,Thomas-Mann-Straße,73
8567,Korn,Erwin,M,23847,Meddewade,Kallsgasse,128
8568,Wendel,Clemens,M,1156,Dresden,Kupfermühle,94
8569,Wulf,Ibrahim,M,26384,Wilhelmshaven,Schwarzenbroichstraße,162
8570,Schreiner,Wolfram,M,4626,Göllnitz,Ernst-Reuter-Straße,52
8571,Walter,Ines,W,72511,Bingen,Auf dem Bruchkamp,162
8572,Krauß,Knut,M,94269,Rinchnach,Günther-Peill-Straße,67
8573,Post,Sabrina,W,17321,Plöwen,Eintrachtstraße,33
8574,Kilian,Christiane,W,54316,Hinzenburg,Roonstraße,5
8575,Brüggemann,Thomas,M,24794,Schacht-Audorf,Ursulinenstraße,199
8576,Bucher,Andrej,M,23883,Salem,Tuchbleiche,37
8577,Schöne,Inge,W,54424,Burtscheid,Blochfeld,63
8578,Haack,Nadine,W,79227,Schallstadt,Hüttenstraße,188
8579,Kaiser,Maike,W,96163,Gundelsheim,Masurenstraße,11
8580,Kraft,Imke,W,83233,Bernau am Chiemsee,Eiswiese,1
8581,Schramm,Anita,W,99998,Körner,An St. Barbara,1
8582,Nguyen,Gunnar,M,37139,Adelebsen,Brändströmstraße,132
8583,Paulsen,Vanessa,W,91086,Aurachtal,Viandener Straße,34
8584,Bernhardt,Inga,W,24376,Grödersby,Baumschulenweg,91
8585,Kruse,Gabriela,W,28329,Bremen,Im Weyerfeld,107
8586,Reimers,Matthias,M,71549,Auenwald,Poststraße,69
8587,Krohn,Carlotta,W,74731,Walldürn,Dechant-Bohnekamp-Straße,45
8588,Zöller,Ariane,W,84424,Isen,Rilkestraße,30
8589,Schreiber,Heiner,M,85126,Münchsmünster,Euskirchener Straße,2
8590,Rau,Kevin,M,34355,Staufenberg,Grävchen,153
8591,Enders,Birte,W,93471,Arnbruck,Kallsgasse,49
8592,Reich,Jakob,M,19067,Langen Brütz,Am Tierheim,125
8593,Stange,Christel,W,42277,Wuppertal,Grüngürtel,20
8594,Augustin,Rolf,M,2979,Spreetal - Sprjewiny Doł,Neuhausgäßchen,1
8595,Reichardt,Marion,W,8499,Reichenbach,Heinrich-Heine-Straße,61
8596,Stoll,Gerhard,M,1612,Glaubitz,Im Eichenbruch,24
8597,Exner,Marie,W,63825,Schöllkrippen,Ubierstraße,127
8598,Thelen,Mareike,W,79365,Rheinhausen,Am Lindenbaum,141
8599,Schmitt,Ayse,W,56341,Filsen,Weckspfad,115
8600,Finger,Leonie,W,12103,Berlin,Seestraße,35
8601,Theis,Bastian,M,29313,Hambühren,Marienstraße,121
8602,Paulus,Carolin,W,7616,Bürgel,An St. Nikolaus,29
8603,Kurz,Nikolai,M,84095,Furth,Senefelderstraße,68
8604,Henning,Paul,M,56357,Kasdorf,Hofackerstraße,144
8605,Hammer,Gregor,M,32602,Vlotho,Am Gieselspfad,178
8606,Helbig,Harry,M,2906,Hohendubrau - Wysoka Dubrawa,Kallsgasse,177
8607,Jordan,Jennifer,W,56820,Nehren,Poliusstraße,17
8608,Rapp,Daniel,M,49424,Goldenstedt,Am Maibusch,105
8609,Renner,Nicole,W,8328,Stützengrün,Constanze-Königsfeld-Weg,15
8610,Brendel,Aylin,W,21483,Wangelau,Franziskanerstraße,7
8611,Hentschel,Corinna,W,94518,Spiegelau,Dechant-Bohnekamp-Straße,161
8612,Seemann,Fabio,M,41540,Dormagen,Lourdesstraße,106
8613,Vogel,Josefine,W,24790,Rade,Lilienstraße,79
8614,Sieber,Malgorzata,W,7580,Gauern,Kämergasse,55
8615,Hildebrand,Marlon,M,6268,Barnstädt,Im Kleffert,38
8616,Hopp,Dorothee,W,69251,Gaiberg,Am Adenauerpark,199
8617,Sachs,Sönke,M,26605,Aurich,Neumühle,39
8618,Runge,Carlos,M,92442,Wackersdorf,Vilvenicher Weg,101
8619,Haupt,Ivan,M,99448,Nauendorf,An der Schießruthe,7
8620,Grund,Klaus,M,54298,Orenhofen,Kaiserplatz,63
8621,Rode,Sonja,W,72226,Simmersfeld,Weckspfad,134
8622,Wendler,Christoph,M,85649,Brunnthal,Hammerstraße,122
8623,Löffler,Marek,M,71083,Herrenberg,Hammerbenden,119
8624,Reis,Sebastian,M,1990,Ortrand,Keltenstraße,73
8625,Ehrhardt,Ann,W,95361,Ködnitz,Dirichletweg,163
8626,Hoff,Erhard,M,44787,Bochum,Im Königshof,58
8627,Kling,Justin,M,42477,Radevormwald,Franziskanerstraße,157
8628,Eggert,Erika,W,41363,Jüchen,Weidmühlenstraße,128
8629,Simon,Ralf,M,7819,Linda,Kallsgasse,144
8630,Pusch,Knut,M,31195,Lamspringe,An der Ölmühle,130
8631,Hampel,Henning,M,23619,Rehhorst,Neue Straße,122
8632,Brüning,Roland,M,65462,Ginsheim-Gustavsburg,Derichsweilerstraße,63
8633,Frisch,Hartmut,M,15910,Rietzneuendorf-Staakow,August-Bebel-Straße,185
8634,Burkhardt,Claudia,W,57642,Alpenrod,Dechant-Bohnekamp-Straße,143
8635,Janzen,Hermann,M,68199,Mannheim,Schevenhüttener Straße,69
8636,Maas,Rainer,M,21107,Hamburg,Auf der Alten Kirche,77
8637,Kremer,Nancy,W,17166,Schorssow,Auweg,38
8638,Noack,Moritz,M,22359,Hamburg,Martinusstraße,135
8639,Oppermann,Emily,W,25365,Klein Offenseth-Sparrieshoop,Victor-Gollancz-Straße,53
8640,Wahl,Alexandra,W,85354,Freising,Zum Bauschhof,116
8641,Keil,Vladimir,M,55283,Nierstein,Kufferather Platz,50
8642,Straub,Riko,M,55276,Oppenheim,Graf-Schellart-Weg,133
8643,Neu,Linus,M,25926,Ladelund,Am Sportheim,64
8644,Schürmann,Regine,W,9579,Grünhainichen,Am Fuchsberg,9
8645,Neumann,Klara,W,21149,Hamburg,An St. Johannes,19
8646,Jost,Viola,W,89129,Nerenstetten,Josef-Geuenich-Straße,199
8647,Michels,Erika,W,74542,Braunsbach,Tischlerstraße,9
8648,Sperling,Hans,M,48249,Dülmen,Arndtstraße,152
8649,Kummer,Natalia,W,57614,Borod,An der Kreisbahn,77
8650,Rau,Jennifer,W,25767,Bunsoh,Martin-Luther-Platz,154
8651,Merten,Luisa,W,36452,Dermbach,Von-Elmpt-Straße,140
8652,Lerch,Nancy,W,33161,Hövelhof,Briandstraße,106
8653,Hamm,Bärbel,W,9243,Niederfrohna,Leonhardsgasse,68
8654,Völker,Charlotte,W,88499,Emeringen,Peterstraße,145
8655,Schulte,Valentina,W,8258,Markneukirchen,Kölner Landstraße,76
8656,Paulsen,Pascal,M,56379,Winden,Erlenstraße,108
8657,Auer,Dieter,M,78132,Hornberg,Schafweg,37
8658,Wulff,Alena,W,85276,Hettenshausen,Merzenicher Straße,98
8659,Kretschmer,Janine,W,86165,Augsburg,Yorckstraße,172
8660,Boldt,Veronika,W,79677,Böllen,Bismarckstraße,157
8661,Drews,Leon,M,95237,Weißdorf,Arnold-Decker-Platz,99
8662,Schenk,Achim,M,12169,Berlin,Am Rurufer,119
8663,Finke,Julia,W,2959,Groß Düben - Dźěwin,Kopernikusstraße,75
8664,Kellermann,Ernst,M,44369,Dortmund,Antoniusstraße,124
8665,Baum,Till,M,89446,Ziertheim,Arnold-Decker-Platz,176
8666,Thelen,Antje,W,87752,Holzgünz,Schenkelstraße,52
8667,Vogler,Roman,M,23883,Hollenbek,Wilhelmstraße,88
8668,Geisler,Mario,M,57629,Dreifelden,Lessingstraße,108
8669,Maaß,Birte,W,92272,Freudenberg,Traunseeweg,158
8670,Beyer,Gerhard,M,53945,Blankenheim,Einsteinstraße,1
8671,Evers,Nicole,W,92259,Neukirchen bei Sulzbach-Rosenberg,Ellener Straße,84
8672,Brinkmann,Isabel,W,27299,Langwedel,Bismarckstraße,11
8673,Benz,Juliane,W,56759,Leienkaul,Andreas-Kufferath-Platz,198
8674,Zander,Carla,W,87669,Rieden am Forggensee,An der Pulvermühle,1
8675,Möller,Jeanette,W,22969,Witzhave,Wittenauer Straße,56
8676,Grundmann,Christin,W,34477,Twistetal,Rurdammweg,112
8677,Korte,Dirk,M,97840,Rothenbuch,Urftstraße,39
8678,Paul,Jannis,M,93149,Nittenau,Maria-Johnen-Straße,126
8679,Wille,Marko,M,57610,Ingelbach,Hainbuchenweg,96
8680,Dick,Sönke,M,99625,Großneuhausen,Am Römerbad,198
8681,Appel,Ismail,M,45136,Essen,Klapperstraße,23
8682,Borchert,Jacqueline,W,18292,Kuchelmiß,An St. Nikolaus,154
8683,Wahl,Ahmad,M,17179,Altkalen,Zu den Gärten,72
8684,Runge,Bastian,M,56291,Niedert,Leopoldstraße,115
8685,Fuhrmann,Mandy,W,39279,Möckern,Heinrich-Hansen-Straße,127
8686,Ebeling,Gerrit,M,93177,Altenthann,Eibenweg,147
8687,Neugebauer,Margarethe,W,67294,Stetten,Berzberger Fahrt,173
8688,Ullmann,Patricia,W,14959,Trebbin,Schweringstraße,36
8689,Ebner,Said,M,40822,Mettmann,Ernst-Ohst-Straße,108
8690,Lüdtke,Gerd,M,85309,Pörnbach,Damaschkestraße,176
8691,Renner,Jens,M,79688,Hausen im Wiesental,Am Tierheim,78
8692,Bader,Kevin,M,7554,Brahmenau,Am Römerbad,181
8693,Ulbrich,Jannis,M,7580,Reichstädt,Marie-Juchacz-Straße,102
8694,Moritz,Henry,M,87671,Ronsberg,Am Vorbahnhof,18
8695,Rieck,Justus,M,22955,Hoisdorf,Montessoriweg,107
8696,Nitsche,Sophia,W,55483,Heinzenbach,Gut Weyern,180
8697,Schroeder,Manuela,W,24969,Lindewitt,Weckspfad,128
8698,Lindner,Samuel,M,23824,Tensfeld,Albert-Schweitzer-Straße,139
8699,Wendt,Lara,W,54668,Echternacherbrück,Leipziger Straße,84
8700,Henze,Anneliese,W,49504,Lotte,Friedlandstraße,106
8701,Moser,Uwe,M,55457,Gensingen,Urftstraße,62
8702,Berner,Darius,M,84323,Massing,Urbanusstraße,176
8703,Scholz,Paul,M,56858,Altstrimmig,Im Weidchen,96
8704,Pütz,Celina,W,29565,Wriedel,Zollhausstraße,173
8705,Pütz,Jürgen,M,54422,Züsch,Nordstraße,186
8706,Bauer,Angelika,W,25569,Kremperheide,Auf der Alten Kirche,195
8707,Janssen,Heidi,W,8324,Bockau,Kurt-Schumacher-Straße,4
8708,Eckstein,Jens,M,2899,Ostritz,Küferstraße,8
8709,Lorenz,Walter,M,25813,Simonsberg,Isolaplatz,29
8710,Greiner,Rita,W,73240,Wendlingen am Neckar,Lauscherstraße,109
8711,Janßen,Emma,W,27574,Bremerhaven,An der Kette,187
8712,Heinrichs,Gudrun,W,56459,Stockum-Püschen,Sebastianusstraße,25
8713,Hauck,Wolfram,M,21255,Drestedt,Weierstraße,33
8714,Seibert,Nadja,W,84533,Stammham,Birgeler Straße,35
8715,Habermann,Reinhard,M,72224,Ebhausen,Neue Straße,183
8716,Jakobs,Igor,M,25776,Rehm-Flehde-Bargen,Irisweg,55
8717,Lüdtke,Nikolas,M,84550,Feichten an der Alz,Johann-Bergs-Straße,68
8718,Haug,Willfried,M,66851,Mittelbrunn,Aldenhovener Straße,43
8719,Metz,Ralf,M,56412,Untershausen,Stettiner Straße,198
8720,Maas,Swetlana,W,54689,Daleiden,Bücklersstraße,186
8721,Rupprecht,Gerald,M,45731,Waltrop,Dresdener Straße,7
8722,Herbst,Konrad,M,57520,Emmerzhausen,Raiffeisenstraße,144
8723,Krieg,Aylin,W,34233,Kassel,Altenteich,47
8724,Petri,Elvira,W,32339,Espelkamp,An der Ziegelei,29
8725,Ewald,Ina,W,82065,Baierbrunn,Altmünsterstraße,197
8726,Böhm,John,M,49770,Herzlake,Neue Jülicher Straße,60
8727,Auer,Waltraud,W,12357,Berlin,Pimmenicher Weg,76
8728,Lorenz,Kimberly,W,56479,Neunkirchen,Elstergasse,34
8729,Kluge,Roswita,W,23795,Mözen,Odenthalstraße,131
8730,Lukas,Eike,M,25578,Dägeling,Antwerpener Straße,27
8731,Wetzel,Ali,M,67366,Weingarten (Pfalz),Otto-Suhr-Straße,69
8732,Braun,Peer,M,18209,Hohenfelde,Schweringstraße,61
8733,Bahr,Paula,W,72131,Ofterdingen,Hegelweg,193
8734,Kellermann,Hannes,M,85748,Garching bei München,Pfarrer-Rody-Straße,10
8735,Schweitzer,Anja,W,89597,Hausen am Bussen,Neukirchener Straße,178
8736,Michaelis,Heino,M,59969,Hallenberg,Am Kirchendriesch,78
8737,Ehrlich,Dana,W,97505,Geldersheim,Senefelderstraße,10
8738,Schweitzer,Dieter,M,82285,Hattenhofen,Trierer Straße,164
8739,Schramm,Emily,W,84375,Kirchdorf a.Inn,Ritterstraße,147
8740,Kellner,Wolf,M,99869,Drei Gleichen,Wirtelstraße,117
8741,Knapp,Hella,W,92548,Schwarzach b.Nabburg,Am Adenauerpark,187
8742,Schenk,Sofie,W,15232,Frankfurt (Oder),Klapperstraße,6
8743,Weiland,Imke,W,17159,Dargun,Neumann-Neander-Straße,145
8744,Bürger,Vladimir,M,99099,Erfurt,Hubert-Gasper-Straße,145
8745,Held,Rene,M,73108,Gammelshausen,Grüner Weg,80
8746,Meurer,Nikola,M,66909,Langenbach,Gut Weyern,10
8747,Scharf,Beatrix,W,74582,Gerabronn,Danziger Straße,142
8748,Maier,Axel,M,72124,Pliezhausen,An der Wasserburg,3
8749,Oswald,Svantje,W,85095,Denkendorf,Pfarrer Ginnen-Straße,184
8750,Bischof,Armin,M,26556,Westerholt,Zum Bauschhof,184
8751,Specht,Luisa,W,46045,Oberhausen,Arnoldsweilerstraße,177
8752,Rösler,Wolf,M,44623,Herne,Fröbelstraße,120
8753,Grau,Rebecca,W,55578,Wolfsheim,Im Schubigsfeld,104
8754,Börner,Imke,W,15236,Frankfurt (Oder),Am Hansgraben,109
8755,Brandes,Johann,M,55483,Hirschfeld (Hunsrück),Hansemannstraße,24
8756,Hillebrand,Vladimir,M,97499,Donnersdorf,Fehlender Feld,161
8757,Wolter,Erik,M,97486,Königsberg in Bayern,Wilhelm-Wester-Weg,35
8758,Schiffer,Birgit,W,50127,Bergheim,Bleiberg,152
8759,Seidel,Eberhard,M,56244,Vielbach,Frohnhofstraße,5
8760,Specht,Riko,M,74427,Fichtenberg,Tannenbergstraße,189
8761,Freitag,Mehmet,M,9434,Zschopau,Am Rurufer,127
8762,Ernst,Carolin,W,72501,Gammertingen,An der Windmühle,156
8763,Herold,Nikolai,M,19288,Alt Krenzlin,Brüsseler Straße,123
8764,Kühn,Emma,W,35633,Lahnau,Röntgenstraße,11
8765,Kummer,Ibrahim,M,24640,Schmalfeld,Konzendorfer Straße,82
8766,Böhm,Jeanette,W,77836,Rheinmünster,Leonhardsgasse,111
8767,Huth,Agnes,W,35789,Weilmünster,An der Gerstenmühle,1
8768,Vogler,Tatjana,W,56820,Nehren,Fritz-Erler-Straße,76
8769,Wörner,Christoph,M,49835,Wietmarschen,An Gut Nazareth,109
8770,Fichtner,Nikolai,M,96264,Altenkunstadt,Am Karmel,82
8771,Schneider,Sandra,W,23847,Pölitz,Zollhausstraße,99
8772,Häusler,Kirstin,W,30177,Hannover,St.-Matthias-Straße,175
8773,Herbst,Bodo,M,72351,Geislingen,Annakirmesplatz,197
8774,Kaiser,Erhard,M,82386,Huglfing,Zehnthofstraße,115
8775,Fuchs,Steffi,W,54424,Lückenburg,Violengasse,47
8776,Kunz,Rebecca,W,76534,Baden-Baden,Hinter Pastorsgarten,4
8777,Mielke,Manfred,M,66871,Oberalben,Matthias-Claudius-Straße,129
8778,Merkel,Wolfgang,M,55596,Waldböckelheim,Flemingstraße,99
8779,Bartels,Roswita,W,86529,Schrobenhausen,Pletzergasse,112
8780,Rieck,Elena,W,66909,Steinbach am Glan,Kettelerstraße,113
8781,Wilms,Ben,M,99947,Sundhausen,Laubenweg,18
8782,Schreiner,Waldemar,M,38106,Braunschweig,Ackerstraße,11
8783,Michaelis,Annika,W,6618,Wethau,Am Lindenbaum,187
8784,Zahn,Gitta,W,29553,Bienenbüttel,Im Spich,196
8785,Grimm,Adrian,M,56377,Schweighausen,Irisweg,98
8786,Wild,Klara,W,88636,Illmensee,Auf dem Broich,156
8787,Bauer,Andi,M,27336,Frankenfeld,Clemensstraße,149
8788,Thiemann,Alena,W,76829,Landau in der Pfalz,Hans-Brückmann-Straße,140
8789,Schubert,Mona,W,87782,Unteregg,Rather Straße,26
8790,Sonntag,Julien,M,67165,Waldsee,Walzmühle,88
8791,Wendler,Tamara,W,72525,Münsingen,Grüngürtel,67
8792,Zeller,Sandra,W,71282,Hemmingen,Max-Planck-Straße,48
